stop_lat,wheelchair_boarding,stop_code,stop_lon,stop_timezone,stop_url,parent_station,stop_desc,stop_name,location_type,stop_id,zone_id
36.199854,,BUEKIRNF,-86.82531,,,,,BUENA VISTA PK & KIRK AVE NB,0,BUEKIRNF,
36.257412,,GXIMADLB,-86.714068,,,,,MADISON STATION INBOUND,0,GXIMADLB,
36.184954,,PORTILSF,-86.731504,,,,,PORTER RD & TILLMAN LN SB,0,PORTILSF,
36.188347,,14SSHANN,-86.742854,,,,,N 14TH ST & SHARPE AVE NB,0,14SSHANN,
35.84836,,NHIEBUNF,-86.383141,,,,,N HIGHLAND AVE & E BURTON ST NB,0,NHIEBUNF,
36.101297,,SHABELEN,-86.802687,,,,SHACKLEFORD RD & BELMONT BV,SHACKLEFORD RD & BELMONT BLVD EB,0,SHABELEN,
36.144774,,MARERMWN,-86.689477,,,,MARRIOTT DR & ERMAC,MARIOTT DR & ERMAC DR WB,0,MARERMWN,
36.235556,,MOOWILNF,-86.77501,,,,,MOOREWOOD DR & WILMOTH RD NB,0,MOOWILNF,
36.107739,,MURDELEN,-86.677328,,,,MURFREESBORO & DELL PARKWAY,MURFREESBORO PIKE & DELL PKWY EB,0,MURDELEN,
36.194317,,MCGSTOSN,-86.673155,,,,,MCGAVOCK PIKE & STONES RIVER RD SB,0,MCGSTOSN,
36.149462,,CHALAFSN,-86.762447,,,,,CHARLES E DAVIS BLVD & LAFAYETTE ST SB,0,CHALAFSN,
36.165893,,4AVDEASN,-86.780414,,,,4TH AVE N & DEADERICK ST,4TH AVE & DEADERICK ST SB,0,4AVDEASN,
36.102964,,MURTOWEF,-86.666093,,,,US HWY 41 & MURFREESBORO PIKE,MURFREESBORO PIKE & TOWN PARK DR EB,0,MURTOWEF,
36.241059,,CHENEENF,-86.67336,,,,,CHEYENNE BLVD & NEELY'S BEND RD NB,0,CHENEENF,
36.273885,,GALANDNF,-86.709877,,,,N GALLATIN PK,N GALLATIN PIKE & ANDERSON LN NB,0,GALANDNF,
36.109606,,THOSELEN,-86.732269,,,,,THOMPSON LN & SELENA DR EB,0,THOSELEN,
36.210825,,SLAOAKE,-86.753878,,,,SLAYDEN & OAKWOOD,SLAYDON DR & OAKWOOD AVE EB,0,SLAOAKE,
36.187591,,COUHYDWM,-86.839847,,,,COUNTY HOSPITAL & HYDES FERRY,COUNTY HOSPITAL RD & HYES FERRY RD,0,COUHYDWM,
36.177293,,WOO11SWN,-86.750254,,,,,WOODLAND ST & S 11TH ST WB,0,WOO11SWN,
36.188382,,COUHYDWF,-86.838941,,,,COUNTY HOSPITAL RD & HYDES FERRY RD,COUNTY HOSPITAL RD & HYES FERRY RD WB,0,COUHYDWF,
36.243287,,CHERAISN,-86.767624,,,,CHESAPEAKE DR & RAIN WOOD,CHESAPEAKE DR & RAINWOOD DR SB,0,CHERAISN,
36.132222,,ARTS,-86.74023,,,,ARTS SCHOOL RD & 2ND AVE S,ARTS MAGNET SCHOOL,0,ARTS,
36.202481,,BAPHAYN,-86.788702,,,,,BAPTIST WORLD CENTER DR. & HAYNES MEADE CIR NB,0,BAPHAYN,
36.121215,,MXIGLENG,-86.703814,,,,,GLENGARRY STATION INBOUND,0,MXIGLENG,
36.183683,,MERHANNN,-86.768456,,,,,MERIDIAN ST & HANCOCK ST NB,0,MERHANNN,
36.175539,,16SHOLSN,-86.742213,,,,,S 16TH ST & HOLLY ST SB,0,16SHOLSN,
36.203677,,BAPMEANM,-86.789335,,,,BAPTIST WORLD DR & ROGER AVE,BAPTIST WORLD CENTER DR & MEADE AVE NB,0,BAPMEANM,
36.261113,,GALMAPNN,-86.712488,,,,,GALLATIN PIKE & MAPLE ST NB,0,GALMAPNN,
36.142286,,MURPOLEN,-86.743092,,,,,MURFREESBORO PIKE & POLK AVE EB,0,MURPOLEN,
36.162409,,HER22AWN,-86.810284,,,,HERMAN & 22 AVE,HERMAN ST & 22ND AVE N WB,0,HER22AWN,
36.161028,,TEN50AWN,-86.847693,,,,,TENNESSEE AVE & 50TH AVE WB,0,TEN50AWN,
36.206752,,TRIHAWM,-86.779458,,,,W TRINITY LN & HAMPTON ST,TRINITY LN & HAMPTON ST WB,0,TRIHAWM,
36.263944,,STRDELWF,-86.705116,,,,STATE RT 45 & DELAWARE,ST RT 45 & DELAWARE AVE WB,0,STRDELWF,
36.244851,,CHEWOOSN,-86.767773,,,,CHESAPEAKE DR & WOOD TRAIL,CHESAPEAKE DR & WOOD TRL SB,0,CHEWOOSN,
36.143158,,MURFESWF,-86.745103,,,,,MURFREESBORO PIKE & FESSLERS LN WB,0,MURFESWF,
36.190235,,MCSHERM,-86.60561,,,,,STAR HERMITAGE STATION,0,MCSHERM_merged_204500,
36.117135,,ETHOLDNN,-86.719031,,,,,E THOMPSON LN & OLD GLENROSE NB,0,ETHOLDNN,
36.168654,,JAM6AWN,-86.785174,,,,5 AVE & JAMES ROBERTSON,JAMES ROBERTSON PKWY & 6TH AVE N WB,0,JAM6AWN,
36.204187,,MCGHUFEF,-86.729549,,,,MCGAVOCK PK & HUFFINE ST,MCGAVOCK PIKE & HUFFINE ST EB,0,MCGHUFEF,
36.132223,,WESCAREN,-86.831601,,,,,WEST END AVE & CARDEN AVE EB,0,WESCAREN,
36.262974,,OLDFARWN,-86.687982,,,,,OLD HICKORY BLVD & FARRIS AVE WB,0,OLDFARWN,
35.849241,,BURWALEF,-86.393012,,,,,BURTON ST & WALNUT ST EB,0,BURWALEF,
36.107799,,MURDELWN,-86.676468,,,,,MURFREESBORO PIKE & DELL PKWY WB,0,MURDELWN,
36.055908,,NOLAPRNN,-86.715507,,,,US HWY 31 ALT & NOLENSVILLE PIKE,NOLENSVILLE PIKE & APRIL LN NB,0,NOLAPRNN,
36.159527,,LEBLISWN,-86.703951,,,,US HWY 70 & LEBANON PIKE,LEBANON PIKE & LISA LN  WB,0,LEBLISWN,
36.192917,,PORMCKNN,-86.726639,,,,PORTER RD & STRAIGHTWAY AV,PORTER RD & MCKENNEL DR NB,0,PORMCKNN,
36.162511,,4AVCOMSN,-86.778241,,,,4TH AV N & COMMERCE ST,4TH AVE N & COMMERCE ST SB,0,4AVCOMSN,
36.135908,,MAGWEDNM,-86.796114,,,,MAGNOLIA BLVD & STATE HWY 6,MAGNOLIA BLVD & WEDGEWOOD AVE NB,0,MAGWEDNM,
36.144475,,MXOELMHI,-86.749604,,,,,ELM HILL STATION OUTBOUND,0,MXOELMHI,
36.166233,,MCC4_18,-86.781827,,,,MUSIC CITY CENTRAL 4TH CIR & MUSIC CITY CENTRAL 5TH CIR,CENTRAL 4TH AVE - BAY 18,0,MCC4_18_merged_204499,
36.269553,,DICOLDSN,-86.755684,,,,DICKERSON PK & OLDHICKORY BLVD,DICKERSON PIKE & OLD HICKORY BLVD S,0,DICOLDSN,
35.992096,0,MURNOLNN,-86.527094,,,,,MURFREESBORO PIKE & NOLAN DR NB,0,MURNOLNN,
36.253578,,HAD17SNF,-86.6478,,,,,HADLEY AVE & 17TH ST NB,0,HAD17SNF,
35.982791,,MURWASNN,-86.519191,,,,,MURFREESBORO PIKE & WASHINGTON ST N,0,MURWASNN,
36.15788,,51AILLNF,-86.848785,,,,ILLINOIS AV & 49TH AV N,51ST AVE N & ILLINOIS AVE NB,0,51AILLNF,
36.120943,,GRAKIRSN,-86.790663,,,,12TH AV S & KIRKWOOD AV,GRANNY WHITE PIKE & KIRKWOOD AVE SB,0,GRAKIRSN,
36.055495,,MXIZELID,-86.642172,,,,,ZELIDA STATION INBOUND,0,MXIZELID,
36.210386,,WHILUZSN,-86.796541,,,,,WHITES CREEK PIKE & LUZON ST SB,0,WHILUZSN,
36.080962,,HARWAUWN,-86.751565,,,,,HARDING PL & WAUFORD DR WB,0,HARWAUWN,
36.186758,,GALPETSN,-86.747165,,,,,GALLATIN AVE & PETWAY AVE,0,GALPETSN,
36.263191,,OLDMCAWN,-86.69152,,,,,OLD HICKORY BLVD & MCARTHUR DR WB,0,OLDMCAWN,
36.16867,,JAM5AEN,-86.78388,,,,JAMES ROBERTSON PW & 5TH AV N,JAMES ROBERTSON PKWY & 5TH AVE N EB,0,JAM5AEN,
36.111314,,FRATHOSN,-86.773528,,,,,FRANKLIN PK & THOMPSON LN SB,0,FRATHOSN,
36.139263,,WHIKENNN,-86.857334,,,,WHITEBRIDGE RD & KENDALL DR,WHITE BRIDGE PIKE & KENDALL DR NB,0,WHIKENNN,
36.162301,,HER22AEN,-86.810251,,,,,HERMAN ST & 22ND AVE EB,0,HER22AEN,
36.142803,,MURFESEN,-86.744655,,,,MURFREESBORO & FESSLERS LANE,MURFREESBORO PIKE & FESSLERS LN EB,0,MURFESEN,
36.153222,,20ACHUNN,-86.800614,,,,20TH AV N & CHURCH ST,20TH AVE N & CHURCH ST NB,0,20ACHUNN,
36.150417,,12ADIVNN,-86.784338,,,,,12TH AVE S & DIVISION ST NB,0,12ADIVNN,
36.145528,,AMEMERNF,-86.873395,,,,AMERICAN RD & RUSSLEO DR,AMERICAN RD & MERCOMATIC DR NB,0,AMEMERNF,
36.13031,,10ASDONN,-86.785797,,,,10TH AV S & S DOUGLAS AV,10TH AVE S & S DOUGLAS AVE NB,0,10ASDONN,
36.231512,,EWIBRIWN,-86.78049,,,,,EWING DR & BRICK CHURCH PIKE WB,0,EWIBRIWN,
36.076143,,EDMNOLEN,-86.727693,,,,,EDMONDOSN PIKE & NOLENSVILLE PIKE E,0,EDMNOLEN,
36.225139,,BOYFARNN,-86.826484,,,,BOYD DRIVE & FARMVIEW DR,BOYD DR & FARMVIEW DR NB,0,BOYFARNN,
36.148932,,CHALELEM,-86.863642,,,,CHARLOTTE PK & OCEOLA AV,CHARLOTTE PIKE & LELLYETT ST EB,0,CHALELEM,
36.169688,,2AGAYNM,-86.779909,,,,2ND AVE N & GAY ST,2ND AVE & GAY ST NB,0,2AGAYNM,
36.05434,,MURMTVSN,-86.618866,,,,,MURFREESBORO PIKE & MT VIEW RD SB,0,MURMTVSN,
36.13998,,21APIESN,-86.800488,,,,21ST AV S & PIERCE AV,21ST AVE S & PIERCE AVE SB,0,21APIESN,
36.21714,,ROWBUESN,-86.819509,,,,ROWAN DR & BUENA VISTA PK,ROWAN DR & BUENA VISTA PIKE SB,0,ROWBUESN,
36.080494,,HARJONWN,-86.717779,,,,,HARDING PIKE & JONQUIL DR WB,0,HARJONWN,
36.149953,,DIV9AEF,-86.780623,,,,DIVISION & 9 AVE,DIVISION ST & 9TH AVE S EB,0,DIV9AEF,
36.158034,,HEAD,-86.804426,,,,20TH AV N & PEARL ST,HEAD MIDDLE SCHOOL,0,HEAD,
36.229387,,EWIDICEN,-86.759713,,,,EWING DR & DICKERSON PK,EWING DR & DICKERSON PIKE EB,0,EWIDICEN,
36.191741,,PONATHE2,-86.80253,,,,,PONDER PL & ATHENS WAY EB,0,PONATHE2,
36.113644,,BELWOONF,-86.799885,,,,BELMONT BV & WOODMONT BV,BELMONT BLVD & WOODMONT BLVD NB,0,BELWOONF,
36.062993,,APACIMNN,-86.683552,,,,,APACHE TRL & CIMARRON WAY NB,0,APACIMNN,
36.152705,,CHA38AWM,-86.830599,,,,CHARLOTTE & 38 AVE,CHARLOTTE AVE & 38TH AVE N WB,0,CHA38AWM,
36.026837,,LORNOLWN,-86.712686,,,,LENOX VILLAGE DR & NOLENSVILLE PIKE,LORD'S CHAPEL RD & NOLENSVILLE PIKE,0,LORNOLWN,
36.196528,,DICLUCSN,-86.771895,,,,DICKERSON PK & LUCILE ST,DICKERSON PIKE & LUCILE ST SB,0,DICLUCSN,
36.203156,,LISJOYNN,-86.761547,,,,,LISCHEY AVE & JOY AVE NB,0,LISJOYNN,
36.14316,,EDG15AWN,-86.790598,,,,,EDGEHILL AVE & 15TH AVE S WB,0,EDG15AWN,
36.168866,,LEBFAIEN,-86.683426,,,,,LEBANON PIKE & FAIRWAY DR EB,0,LEBFAIEN,
36.118756,,GRAFERNN,-86.791055,,,,GRANNY WHITE PK & FERGUSON AV,GRANNY WHITE PIKE & FERGUSON AVE NB,0,GRAFERNN,
36.196752,,BAPWEASN,-86.782971,,,,BAPTIST WORLD CTR DR & WEAKLEY,BAPTIST WORLD CENTER  DR & WEAKLEY AVE SB,0,BAPWEASN,
36.170033,,SHE8SWN,-86.756138,,,,,SHELBY AVE & S 8TH ST WB,0,SHE8SWN,
36.168884,,LEBFAIEF,-86.68186,,,,,LEBANON PIKE & FAIRWAY DR EB,0,LEBFAIEF,
36.235891,,WHGRENN,-86.816644,,,,WHITES CREEK PK & GREEN LN,WHITES CREEK PIKE & GREEN LN NB,0,WHGRENN,
36.174837,,WOO9SEN,-86.756737,,,,,WOODLAND ST & S 9TH ST EB,0,WOO9SEN,
36.155301,,23ACHANN,-86.809337,,,,,23RD AVE & CHARLOTTE PK NB,0,23ACHANN,
36.161455,,JOJ17AWN,-86.799819,,,,JO JOHNSTON AVE & 17TH AVE N,JO JOHNSTON AVE  & 17TH AVE WB,0,JOJ17AWN,
36.199077,,LISGATNN,-86.762262,,,,,LISCHEY AVE & GATEWOOD AVE NB,0,LISGATNN,
36.129645,,HARVINEN,-86.83965,,,,HARDING PK & VINE CT,HARDING PIKE & VINE CT EB,0,HARVINEN,
36.157946,,DEM6AWN,-86.77853,,,,DEMONBREUN ST & UNKNOWN AL,DEMONBREUN ST & 6TH AVE S,0,DEM6AWN,
36.155318,,MORGEOSN,-86.8529,,,,,MORROW RD & GEORGIA AVE SB,0,MORGEOSN,
36.121755,,BRALIGSF,-86.765561,,,,BRANSFORD AVE & BERRY RD,BRANSFORD AVE & LIGON DR SB,0,BRALIGSF,
36.17044,,SHE16SEN,-86.743113,,,,,SHELBY AVE & S 16TH ST EB,0,SHE16SEN,
36.016652,,MURVETWN,-86.561482,,,,,MURFREESBORO PIKE & VETERANS MEMORI,0,MURVETWN,
36.181622,,GALCALNN,-86.749202,,,,GALLATIN & MANSFIELD,GALLATIN PIKE & CALVIN ST NB,0,GALCALNN,
36.039628,,OLDBREEF,-86.759489,,,,OLD HICKORY BLVD & ENTRANCE,OLD HICKORY BLVD & BRENTWOOD CHASE DR EB,0,OLDBREEF,
36.160663,,DRDJOJSN,-86.802047,,,,555 DR DB TODD JR BLVD & JO JOHNSTON AVE,DR DB TODD JR BLVD & JO JOHNSTON AV,0,DRDJOJSN,
36.03968,,OLDBREEM,-86.755692,,,,OLD HICKORY BV & BRENTWOOD CHASE DR,OLD HICKORY BLVD & BRENTWOOD CHASE,0,OLDBREEM,
36.157777,,CLIINDEN,-86.829643,,,,,CLIFTON AVE & INDIANA AVE EB,0,CLIINDEN,
36.129523,,MURMLWWN,-86.714555,,,,US HWY 41 & STATE HWY 1,MURFREESBORO PK & MILLWOOD,0,MURMLWWN,
36.194374,,PORBRASN,-86.725677,,,,,PORTER RD & BRANCH ST SB,0,PORBRASN,
36.087796,,NASMUREM,-86.646873,,,,NASHBORO BLVD & RAMP,NASHBORO BLVD & MURFREESBORO PIKE E,0,NASMUREM,
36.201715,,LEBTYLNF,-86.617208,,,,LEBANON PK & TYLER DR,LEBANON PIKE & TYLER DR  NB,0,LEBTYLNF,
36.193904,,BAPWILEN,-86.778438,,,,BAPTIST WORLD DR & WILLIS,BAPTIST WORLD CENTER DR & WILLIS ST EB,0,BAPWILEN,
36.143253,,PREWILSM,-86.88215,,,,PREMIER DR & SEQUOIA VLG,PREMIER DR & WILCLAY AVE SB,0,PREWILSM,
36.162303,,JOJ16AWN,-86.797924,,,,,JO JOHNSTON AVE & 16TH AVE WB,0,JOJ16AWN,
36.138623,,HAMMAREN,-86.769774,,,,HAMILTON AVE & MARTIN ST,HAMILTON & MARTIN EB,0,HAMMAREN,
36.174034,,MAI6SWN,-86.762639,,,,MAIN & 6 AVE,MAIN ST & N 6TH ST WB,0,MAI6SWN,
36.144522,,PREWILSF,-86.880339,,,,,PREMIER DR & WILCLAY DR SB,0,PREWILSF,
36.271168,,GALROOSN,-86.710472,,,,N GALLATIN PK & NESBITT LN,GALLATIN PIKE & ROOSEVELT AVE SB,0,GALROOSN,
36.277749,,HUNDICEM,-86.752571,,,,,HUNTERS LN & DICKERSON PIKE EB,0,HUNDICEM,
36.242816,,BRIMASSN,-86.780512,,,,,BRICK CHURCH PIKE & MASONWOOD DR SB,0,BRIMASSN,
36.170853,,5SRUSSN,-86.764262,,,,5 ST & RUSSELL,S 5TH ST & RUSSELL ST SB,0,5SRUSSN,
36.072026,,EDMBLAWF,-86.733038,,,,EDMONDSON PIKE & BLACKMAN RD,EDMONDSON PK & BLACKMAN RD WB,0,EDMBLAWF,
36.140711,,ANNPREEF,-86.882851,,,,ANNEX AV & OLD HICKORY BV,ANNEX AVE & PREMIER DR EB,0,ANNPREEF,
36.19918,,GREATHIM,-86.799771,,,,,GREAT CIRCLE RD & ATHENS WAY EB,0,GREATHIM,
36.144012,,31AHEDNF,-86.816447,,,,,31ST AVE N & HEDRICK ST NB,0,31AHEDNF,
36.143683,,EDG18AWN,-86.795468,,,,,EDGE HILL AVE & 18TH AVE S WB,0,EDG18AWN,
36.188373,,MCFELLSF,-86.754583,,,,MCFERRIN & SHARPE,MCFERRIN AVE & ELLINGTON PKWY SB,0,MCFELLSF,
36.166358,,MCC4_16,-86.781468,,,,UNNAMED & 4TH AVE N,MUSIC CITY CENTRAL 4TH - BAY 16,0,MCC4_16_merged_204478,
36.052658,,HICHICNN,-86.654986,,,,PARKING LOT & MURFREESBORO PIKE,HICKORY HOLLOW PL & HICKORY HOLLOW,0,HICHICNN,
36.076501,,EDMNOLWF,-86.727201,,,,,EDMONDSON PIKE & NOLENSVILLE PIKE W,0,EDMNOLWF,
36.168406,,SHE6SEM,-86.75982,,,,,SHELBY AVE & S 6TH ST EB,0,SHE6SEM,
36.127254,,BELPRISF,-86.629671,,,,,BELL RD & PRIEST WOODS DR SB,0,BELPRISF,
36.24119,,DOVEAGEN,-86.767902,,,,,DOVERSIDE DR & EAGLEWOOD LN EB,0,DOVEAGEN,
36.116368,,MURMCGEN,-86.697547,,,,,MURFREESBORO PIKE & MCGAVOCK PIKE E,0,MURMCGEN,
36.059958,,BELHHIWF,-86.640854,,,,,BELL RD & HICKORY HIGHLANDS DR WB,0,BELHHIWF,
36.121929,,ETHLAWSF,-86.717859,,,,,E THOMPSON LN & LAWNDALE DR SB,0,ETHLAWSF,
36.081356,,WALLINNN,-86.702265,,,,,WALLACE RD & LINBAR DR NB,0,WALLINNN,
