stop_lat,wheelchair_boarding,stop_code,stop_lon,stop_timezone,stop_url,parent_station,stop_desc,stop_name,location_type,stop_id,zone_id
36.121929,,ETHLAWSF,-86.717859,,,,,E THOMPSON LN & LAWNDALE DR SB,0,ETHLAWSF,
36.081356,,WALLINNN,-86.702265,,,,,WALLACE RD & LINBAR DR NB,0,WALLINNN,
36.116009,,MURMCGEF,-86.696787,,,,,MURFREESBORO PIKE & MCGAVOCK PIKE W,0,MURMCGEF,
36.194193,,DICLIGSF,-86.772489,,,,,DICKERSON PIKE & LIGON AVE SB,0,DICLIGSF,
36.144897,,8AARCNN,-86.778803,,,,8TH AVENUE & ARCHER,8TH AVE S & ARCHER ST NB,0,8AARCNN,
36.140994,,MXOFOSTE,-86.739126,,,,,FOSTER STATION OUTBOUND,0,MXOFOSTE,
36.139736,,31AWELWF,-86.813305,,,,,31ST AVE & WELLINGTON AVE WB,0,31AWELWF,
36.174742,,8AMADNM,-86.792238,,,,ROSA L PARKS BLVD,ROSA PARKS BLVD & MONROE ST NB,0,8AMADNM,
36.153273,,ELMERMEN,-86.686932,,,,ELM HILL PK & ERMAC DR,ELM HILL PIKE & ERMAC DR EB,0,ELMERMEN,
36.166859,,33AJOHSN,-86.826911,,,,33RD AV N & JOHN A MERRITT BV,33RD AVE N & JOHN A MERRITT BLVD SB,0,33AJOHSN,
36.145043,,CHE4AWN,-86.766554,,,,CHESTNUT ST & 4TH AV S,CHESTNUT ST & 4TH AVE S WB,0,CHE4AWN,
36.244212,,CHEAPANN,-86.670689,,,,CHEYENNE BV & APACHE LN,CHEYENNE BLVD & APACHE LN,0,CHEAPANN,
36.216897,,CRECRESN,-86.846225,,,,,CREEKWOOD & CREEKLAND CT SB,0,CRECRESN,
36.152666,,GREFAIN,-86.75629,,,,,GREEN ST & FAIRFIELD AVE NB,0,GREFAIN,
36.219096,,ROWCROWN,-86.817692,,,,,ROWAN DR & CROUCH DR WB,0,ROWCROWN,
36.190017,,LEBHCKNM,-86.62654,,,,LEBANON PK & JACKSON'S COURT YARD,LEBANON PIKE & HICKORY HILL LN NB,0,LEBHCKNM,
36.213291,,MCGPLESF,-86.687777,,,,,MCGAVOCK PIKE & PLEASANT GREEN RD S,0,MCGPLESF,
36.116566,,MURMCGWN,-86.697203,,,,,MURFREESBORO PIKE & MCGAVOCK PIKE W,0,MURMCGWN,
36.114061,,MURMCGWM,-86.691217,,,,,MURFREESBORO PIKE  & MCGAVOCK PIKE,0,MURMCGWM,
36.116201,,BRAWIRSF,-86.766448,,,,BRANSFORD AVE & E IRIS DR,BRANSFORD AVE & WEST IRIS DR SB,0,BRAWIRSF,
36.139709,,31AWELEN,-86.813339,,,,,31ST AVE & WELLINGTON AVE EB,0,31AWELEN,
36.177707,,DELCHESN,-86.795766,,,,,DELTA AVE & CHEATHAM PL SB,0,DELCHESN,
36.117036,,ETHOLDSF,-86.719289,,,,,E THOMPSON LN & OLD GLENROSE SB,0,ETHOLDSF,
36.118399,,ETHWIMSF,-86.718843,,,,,E THOMPSON LN & WIMPOLE DR SB,0,ETHWIMSF,
36.144846,,CHE4AEN,-86.766756,,,,CHESTNUT ST & 4TH AV S,CHESTNUT ST & 4TH AVE  S EB,0,CHE4AEN,
36.136561,,WHISTOSN,-86.85819,,,,,WHITE BRIDGE PIKE & STONEWAY TRL SB,0,WHISTOSN,
36.182314,,1SDICSN,-86.774085,,,,N 1ST ST & DICKERSON PK RAMP,N 1ST ST & DICKERSON PIKE RAMP SB,0,1SDICSN,
36.213948,,WHIPIESN,-86.800167,,,,WHITES CREEK PK & CLAYMILLE BV,WHITES CREEK PIKE & PIERPOINT DR SB,0,WHIPIESN,
36.157903,,11APORSF,-86.786781,,,,303 11TH AVE & PORTER ST,11TH AVE & PORTER ST SB,0,11APORSF,
36.161582,,11ACHASF,-86.790293,,,,361 11TH AVE,11TH AVE & CHARLOTTE AVE SB,0,11ACHASF,
36.15909,,LEBQUIEN,-86.704467,,,,US HWY 70 & LEBANON PIKE,LEBANON PIKE & QUINN CR EB,0,LEBQUIEN,
36.188265,,ATHDOMSN,-86.800339,,,,,ATHENS WAY & DOMINICAN DR SB,0,ATHDOMSN,
36.165679,,5AVCHANN,-86.781727,,,,5TH AVE N & CHARLOTTE AVE,5TH AVE & CHARLOTTE AVE NB,0,5AVCHANN,
36.130007,,WHIFOUNM,-86.855262,,,,WHITEBRIDGE RD & FOUNTAIN PL,WHITE BRIDGE PIKE & FOUNTAIN PL NB,0,WHIFOUNM,
36.186484,,GALPETNN,-86.747091,,,,,GALLATIN AVE & PETWAY AVE NB,0,GALPETNN,
36.132334,,8AVDOUNF,-86.779053,,,,8TH AVENUE & BENTON,8TH AVE S & DOUGLAS AVE NB,0,8AVDOUNF,
36.248611,,GXODUEWF,-86.719893,,,,,DUE WEST STATION OUTBOUND,0,GXODUEWF,
36.147202,,WES25AWN,-86.808104,,,,WEST END AV & 25TH AV S,WEST END AVE & 25TH AVE S WB,0,WES25AWN,
36.193233,,LISRICNM,-86.763275,,,,LISCHEY & DOUGLAS,LISCHEY AVE & RICHARDSON AVE NB,0,LISRICNM,
36.24593,,BRICHUSF,-86.779508,,,,,BRICK CHURCH PIKE & CHESAPEAK DR SB,0,BRICHUSF,
36.16641,,HER14AWN,-86.79825,,,,HERMAN ST & 14TH AV N,HERMAN ST & 14TH AVE N WB,0,HER14AWN,
36.246422,,BRIBRIWN,-86.771292,,,,,BRICKMONT DR & BRICKMONT CT WB,0,BRIBRIWN,
35.854567,,NWBMEDNN,-86.40248,,,,,NW BROAD ST & MEDICAL CENTER PKWY NB,0,NWBMEDNN,
36.08968,,H70CAREF,-86.890848,,,,,HWY 70 S & CARNAVON PKWY EB,0,H70CAREF,
36.125676,,12ACARNN,-86.789251,,,,12TH AV S & CARUTHERS AV,12TH AVE S & CARUTHERS AVE NB,0,12ACARNN,
36.160899,,MXIMCCTR,-86.77444,,,,150 2ND AVE & SHELBY STREET BRG,CONVENTION CENTER STATION INBOUND,0,MXIMCCTR,
36.207693,,BUETAINF,-86.819796,,,,,BUENA VISTA PK & TAIGANS CT NB,0,BUETAINF,
36.206181,,LEBMONNF,-86.61293,,,,LEBANON PK & MONACO DR,LEBANON PIKE & MONACO DR NB,0,LEBMONNF,
36.249416,,NEELAREF,-86.686334,,,,,NEELYS BEND RD & LARKIN SPRINGS RD,0,NEELAREF,
36.167583,,JOH31AWN,-86.824377,,,,JOHN A MERRITT BV & 31ST AV N,JOHN A MERRITT BLVD & 31ST AVE N WB,0,JOH31AWN,
36.162389,,44AWALSM,-86.840223,,,,,44TH AVE & WALTER S DAVIS BLVD SB,0,44AWALSM,
36.163543,,ALA39ANN,-86.833819,,,,ALAMEDA ST & 39TH AV N,ALAMEDA ST & 39TH AVE N,0,ALA39ANN,
36.173458,,FAT16SWN,-86.742382,,,,,FATHERLAND ST & S 16TH ST NB,0,FAT16SWN,
36.153806,,LEBLEBWM,-86.718351,,,,LEBANON & SPENCE,LEBANON PIKE & LEBANON PIKE CIR WB,0,LEBLEBWM,
36.097942,,NXIVERTS,-86.7385,,,,NOLENSVILLE & VERITAS,VERITAS STATION INBOUND,0,NXIVERTS,
36.198892,,LISGATSF,-86.762388,,,,,LISCHEY AVE & GATEWOOD AVE SB,0,LISGATSF,
36.132893,,WESLEOEN,-86.829728,,,,,WEST END AVE  & LEONARD AVE EB,0,WESLEOEN,
36.13746,,WED21AEF,-86.800216,,,,,WEDGEWOOD AVE & 21ST AVE EB,0,WED21AEF,
36.148265,,CHAEASWN,-86.867331,,,,CHARLOTTE PK & BALMY AV,CHARLOTTE AVE & EASTBORO DR WB,0,CHAEASWN,
36.113969,,GRACLINN,-86.792175,,,,GRANNY WHITE PK & BATTLEFIELD DR,GRANNY WHITE PIKE & CLIFTON LN NB,0,GRACLINN,
36.164616,,4AARCADE,-86.779573,,,,4TH AVE N & ARCADE,4TH AVE & ARCADE SB,0,4AARCADE,
36.178744,,LEBDANSM,-86.64485,,,,LEBANON & WELLINGTON SQ,LEBANON PIKE & DANYACREST DR SB,0,LEBDANSM,
36.124631,,FRAINVSF,-86.776671,,,,US HWY 31 & FRANKLIN PIKE,FRANKLIN PIKE & INVERNESS AVE SB,0,FRAINVSF,
36.084294,,TROLYNSF,-86.756595,,,,,TROUSDALE DR & LYNN DR SB,0,TROLYNSF,
36.134333,,WED8AVWN,-86.778933,,,,,WEDGEWOOD AVE & 8TH AVE S WB,0,WED8AVWN,
36.176659,,MAIMCFWN,-86.755462,,,,,MAIN ST & MCFERRIN AVE WB,0,MAIMCFWN,
36.121304,,FRAKIRNN,-86.775344,,,,,FRANKLIN PIKE & KIRKWOOD AVE NB,0,FRAKIRNN,
36.126086,,NXOGLNRS,-86.752832,,,,NOLENSVILLE & GLENROSE AV,GLENROSE STATION OUTBOUND,0,NXOGLNRS,
36.211723,,DICDONSN,-86.765295,,,,,DICKERSON PK & DONALD ST SB,0,DICDONSN,
36.149009,,WHALAFNF,-86.762358,,,,CHARLES E DAVIS BLVD & J C NAPIER CT,WHARF AVE & LAFAYETTE ST NB,0,WHALAFNF,
36.23727,,VAIQUASF,-86.770339,,,,,VAILVIEW DR & QUALYNN DR SB,0,VAIQUASF,
36.173965,,1SOLDNN,-86.773974,,,,,N 1ST ST & OLDHAM ST NB,0,1SOLDNN,
36.151674,,WESLYLEN,-86.798491,,,,,WEST END AVE & LYLE AVE EB,0,WESLYLEN,
36.059175,,NOLTUSSN,-86.716445,,,,US HWY 31 ALT & US HWY 41 ALT,NOLENSVILLE PIKE & TUSCULUM RD SB,0,NOLTUSSN,
36.175608,,1SOLDNM,-86.774322,,,,N 1ST ST & MAIN ST,N 1ST ST & OLDHAM ST NB,0,1SOLDNM,
36.209244,,HAYEVENN,-86.834539,,,,,HAYNES PARK DR & EVE CR NB,0,HAYEVENN,
36.256036,,NEEARGEN,-86.713586,,,,,NEELY'S BEND RD & ARGLE AVE EB,0,NEEARGEN,
36.332904,,KHLSHV,-86.624374,,,,,KOHLS - HENDERSONVILLE,0,KHLSHV,
36.261064,,SANLONNN,-86.678101,,,,,SANDHURST DR & LONDON BRIDGE RD NB,0,SANLONNN,
36.144372,,ELMMASEM,-86.714676,,,,,ELM HILL PIKE & MASSMAN DR EB,0,ELMMASEM,
36.140829,,8AVERSN,-86.778706,,,,8 AVENUE S & VERNON,8TH AVE S & VERNON SB,0,8AVERSN,
36.254815,,NEENEEEF,-86.702031,,,,,NEELY'S BEND RD & NEELY'S CHASE DR EB,0,NEENEEEF,
36.134158,,WED8AVEN,-86.779306,,,,,WEDEWOOD AVE & 8TH AVE S EB,0,WED8AVEN,
36.148669,,12AHAWSN,-86.785136,,,,12TH AV S & HAWKINS ST,12TH AVE S & HAWKINS ST SB,0,12AHAWSN,
36.21099,,FAICLAEN,-86.83911,,,,FAIRVIEW DR & CLARKSVILLE PK,FAIRVIEW DR & CLARKSVILLE PIKE EB,0,FAICLAEN,
36.18635,,25THYDNM,-86.816998,,,,,25TH AVE N & HYDE ST NORTHBOUND MID,0,25THYDNM,
36.180114,,DBTBUCSN,-86.811099,,,,,DR DB TODD BLVD & BUCHANAN ST SB,0,DBTBUCSN,
36.151871,,LAF4AWN,-86.770982,,,,LAFAYETTE & 4 AVE,LAFAYETTE ST & 4TH AVE S WB,0,LAF4AWN,
36.129661,,CXODVDSN,-86.903165,,,,6988 CHARLOTTE PIKE & DAVIDSON DR,DAVIDSON STATION OUTBOUND,0,CXODVDSN,
36.164545,,2AVCHUNN,-86.776836,,,,2ND AV N & CHURCH ST,2ND AVE N & CHURCH ST NB,0,2AVCHUNN,
36.170646,,SHE15SWF,-86.744695,,,,1000 SHELBY AVE,SHELBY AVE & S 15TH ST WB,0,SHE15SWF,
36.142972,,12AEDGSN,-86.787031,,,,12TH AV S & EDGEHILL AV,12TH AVE S & EDGEHILL AVE SB,0,12AEDGSN,
36.143403,,CHEMAREN,-86.769849,,,,,CHESTNUT ST & MARTIN ST EB,0,CHEMAREN,
36.165677,,39AJOHSN,-86.834337,,,,39TH AV N & JOHN L DRIVER BV,39TH AVE N & JOHN DRIVER BLVD SB,0,39AJOHSN,
36.137599,,8AALLSN,-86.778773,,,,8TH AVENUE & ALLOWAY,8TH AVE S & ALLOWAY ST SB,0,8AALLSN,
36.162353,,44AALBNM,-86.840033,,,,44TH AV N & UNKNOWN AL,44TH AVE N & ALBION ST NB,0,44AALBNM,
36.267283,,DELCUMSN,-86.703557,,,,,DELAWARE AVE & CUMBERLAND AVE SB,0,DELCUMSN,
36.200118,,ANDRACNN,-86.607921,,,,ANDREW JACKSON PW & RACHEL DONELSON PA,ANDREW JACKSON PKWY & RACHEL DONELSON PASS NB,0,ANDRACNN,
36.138954,,MURBLAWF,-86.732227,,,,107 MAPLE AVE & MURFREESBORO PIKE,MURFREESBORO PIKE & BLANTON AVE WB,0,MURBLAWF,
36.210243,,WHILUZNF,-86.796294,,,,US HWY 431 & LUZON ST,WHITES CREEK PIKE & LUZON ST NB,0,WHILUZNF,
36.169057,,JEF21AWF,-86.810097,,,,,JEFFERSON ST & 21ST AVE N WB,0,JEF21AWF,
36.13681,,21ABELNN,-86.800801,,,,21ST AV S & BELCOURT AV,21ST AVE S & BELCOURT AVE NB,0,21ABELNN,
36.069631,,NOLTAYWN,-86.720726,,,,,NOLENSVILLE PIKE & TAYLOR RD WB,0,NOLTAYWN,
36.141776,,CHE8AWN,-86.778352,,,,CHESTNUT ST & 8TH AV S,CHESTNUT ST & 8TH AVE S WB,0,CHE8AWN,
36.118934,,GRAFERSN,-86.791122,,,,GRANNY WHITE PK & FERGUSON AV,GRANNY WHITE PIKE & FERGUSON AVE SB,0,GRAFERSN,
36.076992,,HARSHAEN,-86.73681,,,,STATE HWY 255 & HARDING PL,HARDING PL & SHADECREST DR EB,0,HARSHAEN,
36.156464,,NXIPBODY,-86.771599,,,,2ND AV S & PEABODY ST,PEABODY STATION INBOUND,0,NXIPBODY,
36.207107,,GALMAYSN,-86.736105,,,,,GALLATIN PIKE & MAYNOR AVE SB,0,GALMAYSN,
36.060214,,EDMELLNN,-86.740925,,,,EDMONDSON PIKE & ELLINGTON CIR,EDMONDOSN PK & ELLINGTON CIRCLE NB,0,EDMELLNN,
36.194021,,DICDOUNN,-86.772334,,,,DICKERSON PK & DOUGLAS AV,DICKERSON PIKE & DOUGLAS AVE NB,0,DICDOUNN,
36.200568,,BAPSEMNN,-86.786623,,,,BAPTIST WORLD DR & SEMINARY ST,BAPTIST WORLD CENTER DR & SEMINARY ST NB,0,BAPSEMNN,
36.151559,,CXO53AVE,-86.852455,,,,5326 CHARLOTTE AVE & MORROW RD,53RD AVE STATION OUTBOUND,0,CXO53AVE,
36.134477,,MXIPLUSP,-86.722961,,,,,PLUS PARK STATION INBOUND,0,MXIPLUSP,
36.154489,,CHA26AEF,-86.81517,,,,CHARLOTTE AV & 26TH AV N,CHARLOTTE AVE & 26TH AVE F EB,0,CHA26AEF,
36.230305,,EWIHILWN,-86.770607,,,,,EWING DR & HILL HURST DR WB,0,EWIHILWN,
36.227897,,BOYBUENN,-86.827407,,,,BUENAVIEW BLVD & TRUMPET CIR,BOYD DR & BUENAVIEW BLVD NB,0,BOYBUENN,
36.169608,,JEFDBTWN,-86.806359,,,,,JEFFERSON ST & DR DB TODD JR BLVD W,0,JEFDBTWN,
36.252256,,NEERANEN,-86.694108,,,,NEELYS BEND RD & RANDY RD,NEELEY'S BEND RD & RANDY RD,0,NEERANEN,
36.13499,,WESELMEN,-86.823993,,,,,WEST END AVE & ELMINGTON AVE EB,0,WESELMEN,
36.230145,,EWIHILEN,-86.770902,,,,,EWING DR & HILLHURST DR EB,0,EWIHILEN,
36.152293,,CXISYLPA,-86.837289,,,,CHARLOTTE & 42 AVE,42ND AVE/SYLVAN PARK STATION INBOUND,0,CXISYLPA,
36.140259,,21APIENM,-86.800294,,,,21ST AV S & DIXIE PL,21ST AVE S & PIERCE AVE NB,0,21APIENM,
36.154509,,12ADEMNN,-86.786056,,,,12TH AV S & DEMONBREUN ST,12TH AVE S & DEMONBREUN ST NB,0,12ADEMNN,
36.135279,,WESELMWF,-86.823873,,,,,WEST END AVE & ELMINGTON AVE WB,0,WESELMWF,
36.08944,,HAREZEEN,-86.688593,,,,,HARDING PL & EZELL PK EB,0,HAREZEEN,
36.197274,,GALCARNF,-86.741814,,,,,GALLATIN PK & CAROLYN AVE NB,0,GALCARNF,
36.156975,,8ADEMSN,-86.780929,,,,191 8TH AVE S & DEMONBREUN ST,8TH AVE S & DEMONBREUN ST SB,0,8ADEMSN,
36.232628,,CRESKYNF,-86.769705,,,,,CREEKWOOD & SKYLINE APTS NB,0,CRESKYNF,
36.061245,,NOLMCMNN,-86.716482,,,,US HWY 31 ALT & MCMURRAY DR,NOLENSVILLE PIKE & MCMURRAY DR NB,0,NOLMCMNN,
36.148269,,CHABALEF,-86.866926,,,,,CHARLOTTE AVE & BALMY AVE EB,0,CHABALEF,
36.153846,,LEBSPEWN,-86.721279,,,,,LEBANON PIKE & SPENCE LN WB,0,LEBSPEWN,
36.15445,,BRO16AWN,-86.79279,,,,BROADWAY & 16TH AV N,BROADWAY AVE & 16TH AVE S WB,0,BRO16AWN,
36.160591,,BAT32AWN,-86.824027,,,,,BATAVIA ST & 32ND AVE N WB,0,BAT32AWN,
36.182615,,EASCHAEN,-86.735933,,,,1812 EASTLAND AVE & CHAPEL AVE,EASTLAND AVE & CHAPEL AVE EB,0,EASCHAEN,
36.143076,,WES31AEM,-86.814774,,,,WEST END AVE & 30TH AVE S,WEST END AVE & 31ST AVE S EB,0,WES31AEM,
36.246237,,BRICHEEM,-86.769869,,,,BRICKMONT DR & BRICKMONT CT,BRICKMONT CT & CHESAPEAKE DR EB,0,BRICHEEM,
36.163551,,21AHERNN,-86.808379,,,,21ST AV N & HERMOSA ST,21ST AVE N & HERMOSA ST NB,0,21AHERNN,
36.176207,,DBTWHESN,-86.809511,,,,,DR DB TODD BLVD & WHELESS ST SB,0,DBTWHESN,
36.088533,,GRSM#1S,-86.748727,,,,,GRASSMERE EOL,0,GRSM#1S,
36.205552,,JONTRINF,-86.75752,,,,,JONES AVE & TRINITY LN NB,0,JONTRINF,
36.172894,,5AVJACNN,-86.786404,,,,,5TH AVE & JACKSON ST NB,0,5AVJACNN,
36.14883,,ELMAPPNN,-86.703435,,,,ELM HILL PK & APPLETON DR,ELM HILL PIKE & APPLETON DR NB,0,ELMAPPNN,
36.190616,,LISEVANN,-86.763738,,,,,LISCHEY AVE & EVANSTON AVE NB,0,LISEVANN,
36.112451,,THOWESWF,-86.768579,,,,,THOMPSON LN & WEST IRIS DR WB,0,THOWESWF,
36.24887,,GXIDUESN,-86.719915,,,,,DUE WEST STATION INBOUND,0,GXIDUESN,
36.074755,,SAWPLANM,-86.945953,,,,,SAWYER BROWN RD & PLANTATION DR NB,0,SAWPLANM,
36.17165,,2ASTOSM,-86.781297,,,,2ND AV N & STOCKYARD ST,2ND AVE N & STOCKYARD ST SB,0,2ASTOSM,
36.135034,,NXOFRGND,-86.759818,,,,4TH AV S & WALSH RD,FAIRGROUNDS STATION OUTBOUND,0,NXOFRGND,
36.174658,,COC17AWN,-86.806598,,,,COCKRILL ST & 17TH N,COCKRILL ST & 17TH AVE WB,0,COC17AWN,
36.136225,,WED12AWN,-86.788401,,,,,WEDGEWOOD AVE & 12TH AVE S WB,0,WED12AWN,
36.154836,,HERDRIWN,-86.758268,,,,US HWY 70 & DRIFTWOOD ST,HERMITAGE AVE & DRIFTWOOD ST WB,0,HERDRIWN,
36.211178,,OPRYHWAR,-86.697676,,,,PRIVATE & 10TH AV N,OPRYLAND HOTEL WARDROBE BLDG,0,OPRYHWAR,
36.141776,,31AWESSF,-86.815005,,,,,31ST AVE & WEST END AVE SB,0,31AWESSF,
36.154803,,CHA26AWN,-86.814662,,,,CHARLOTTE AV & 26TH AV N,CHARLOTTE AVE & 26TH AVE N WB,0,CHA26AWN,
36.18348,,23ACLANN,-86.81422,,,,23RD AV N & CLARKSVILLE PK,23RD AVE N & CLARKSVILLE PIKE NB,0,23ACLANN,
36.203677,,BAPMEANM,-86.789335,,,,BAPTIST WORLD DR & ROGER AVE,BAPTIST WORLD CENTER DR & MEADE AVE NB,0,BAPMEANM,
36.162355,,LEBLYNNM,-86.700627,,,,,LEBANON PIKE & LYNMEADE DR NB,0,LEBLYNNM,
36.161079,,LEBLYNNN,-86.701874,,,,LEBANON RD & US HWY 70,LEBANON PIKE & LYNMEADE DR NB,0,LEBLYNNN,
36.269054,,GALWILNN,-86.710519,,,,N GALLATIN PK & WILEY ST,GALLATIN PIKE & WILEY ST NB,0,GALWILNN,
